,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
3322,filter135$\longleftrightarrow$filter178,17862,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,G2like_tnt.AT2G20400_col_a_m1,0.0446463,264.0,66.0,1815.0,1660.0,2.6579857099046368e-55,4.9276453580397856e-55,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
3323,filter135$\longleftrightarrow$filter182,17866,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,198.0,168.0,2588.0,2428.0,2.6322021153802904e-96,1.544146017483138e-95,AT2G40260,OBP3,AT2G40260$\longleftrightarrow$OBP3,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
3324,filter135$\longleftrightarrow$filter184,17868,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,MYB_tnt.MYB51_col_a_m1,0.0136838,216.0,120.0,3585.0,4634.0,0.0001720845151901115,0.00017209775959211183,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3325,filter135$\longleftrightarrow$filter185,17869,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,18.0,42.0,2143.0,2954.0,3.52915708132809e-112,3.435046225826008e-111,AT2G40260,MYB67,AT2G40260$\longleftrightarrow$MYB67,G2like,MYB,MYB$\longleftrightarrow$G2like
3326,filter135$\longleftrightarrow$filter189,17873,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,WRKY_tnt.WRKY6_col_a_m1,0.00227603,18.0,126.0,2549.0,3514.0,3.009597896684162e-49,4.851347856285077e-49,AT2G40260,WRKY6,AT2G40260$\longleftrightarrow$WRKY6,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3327,filter135$\longleftrightarrow$filter191,17875,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,48.0,372.0,3380.0,3447.0,3.435503985724609e-148,1.1077156027420738e-146,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3328,filter135$\longleftrightarrow$filter195,17879,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,216.0,282.0,1801.0,1197.0,1.3775392072072725e-51,2.3456617033745645e-51,AT2G40260,AT1G12630,AT2G40260$\longleftrightarrow$AT1G12630,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
3329,filter135$\longleftrightarrow$filter198,17882,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,MYB_tnt.MYB51_col_a_m1,0.00758776,48.0,114.0,2871.0,3752.0,4.6288562361940785e-23,4.938206726855981e-23,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3330,filter136$\longleftrightarrow$filter137,17884,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,138.0,12.0,608.0,698.0,8.747433272214535e-68,2.2348436480368797e-67,DEAR5,AT2G40260,AT2G40260$\longleftrightarrow$DEAR5,AP2EREBP,G2like,AP2EREBP$\longleftrightarrow$G2like
3331,filter136$\longleftrightarrow$filter139,17886,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,294.0,180.0,1080.0,848.0,7.685667388185034e-79,2.6795696818373047e-78,DEAR5,MYB51,MYB51$\longleftrightarrow$DEAR5,AP2EREBP,MYB,MYB$\longleftrightarrow$AP2EREBP
3332,filter136$\longleftrightarrow$filter147,17894,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,TCP_tnt.TCP1_col_a_m1,0.00245302,306.0,450.0,881.0,442.0,3.1565010558872884e-53,5.581869178034762e-53,DEAR5,TCP1,DEAR5$\longleftrightarrow$TCP1,AP2EREBP,TCP,TCP$\longleftrightarrow$AP2EREBP
3333,filter136$\longleftrightarrow$filter151,17898,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,bZIP_tnt.TGA2_col_m1,0.012859700000000002,30.0,42.0,841.0,539.0,4.314240007080575e-56,8.149329067016281e-56,DEAR5,TGA2,TGA2$\longleftrightarrow$DEAR5,AP2EREBP,bZIP,bZIP$\longleftrightarrow$AP2EREBP
3334,filter136$\longleftrightarrow$filter152,17899,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,60.0,216.0,364.0,128.0,2.3422679422396594e-11,2.3573255085943876e-11,DEAR5,RAP21,RAP21$\longleftrightarrow$DEAR5,AP2EREBP,AP2EREBP,AP2EREBP$\longleftrightarrow$AP2EREBP
3335,filter136$\longleftrightarrow$filter159,17906,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0240901,48.0,84.0,862.0,913.0,7.281103165060384e-35,8.905370343260037e-35,DEAR5,AT1G72740,DEAR5$\longleftrightarrow$AT1G72740,AP2EREBP,MYBrelated,AP2EREBP$\longleftrightarrow$MYBrelated
3336,filter136$\longleftrightarrow$filter160,17907,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,G2like_tnt.AT2G40260_colamp_a_m1,0.0330733,84.0,36.0,995.0,958.0,8.880598209010526e-52,1.5175498833230245e-51,DEAR5,AT2G40260,AT2G40260$\longleftrightarrow$DEAR5,AP2EREBP,G2like,AP2EREBP$\longleftrightarrow$G2like
3337,filter136$\longleftrightarrow$filter161,17908,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,G2like_tnt.AT2G20400_col_a_m1,0.048160699999999994,114.0,54.0,1259.0,984.0,1.5559904206140047e-108,1.33986345430473e-107,DEAR5,AT2G20400,AT2G20400$\longleftrightarrow$DEAR5,AP2EREBP,G2like,AP2EREBP$\longleftrightarrow$G2like
3338,filter136$\longleftrightarrow$filter164,17911,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,294.0,246.0,437.0,244.0,3.5439457613016516e-33,4.2259366084567925e-33,DEAR5,ATHB40,ATHB40$\longleftrightarrow$DEAR5,AP2EREBP,HB,HB$\longleftrightarrow$AP2EREBP
3339,filter136$\longleftrightarrow$filter168,17915,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYB_tnt.MYB51_col_a_m1,0.000122444,36.0,96.0,1207.0,1212.0,1.6004337106559323e-61,3.4770164916006e-61,DEAR5,MYB51,MYB51$\longleftrightarrow$DEAR5,AP2EREBP,MYB,MYB$\longleftrightarrow$AP2EREBP
3340,filter136$\longleftrightarrow$filter171,17918,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,222.0,252.0,714.0,555.0,6.856611659419061e-58,1.3497168899029127e-57,DEAR5,BZR1,BZR1$\longleftrightarrow$DEAR5,AP2EREBP,BZR,AP2EREBP$\longleftrightarrow$BZR
3341,filter136$\longleftrightarrow$filter176,17923,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,G2like_tnt.AT2G40260_colamp_a_m1,0.00298049,36.0,48.0,1199.0,1262.0,7.937594343610242e-72,2.2693311529344654e-71,DEAR5,AT2G40260,AT2G40260$\longleftrightarrow$DEAR5,AP2EREBP,G2like,AP2EREBP$\longleftrightarrow$G2like
3342,filter136$\longleftrightarrow$filter179,17926,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,G2like_tnt.AT2G40260_colamp_a_m1,0.0140888,222.0,360.0,1038.0,1104.0,2.1496416942324304e-69,5.74978266258876e-69,DEAR5,AT2G40260,AT2G40260$\longleftrightarrow$DEAR5,AP2EREBP,G2like,AP2EREBP$\longleftrightarrow$G2like
3343,filter136$\longleftrightarrow$filter182,17929,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,216.0,12.0,769.0,631.0,2.1352231091838945e-63,4.8505400490796373e-63,DEAR5,OBP3,OBP3$\longleftrightarrow$DEAR5,AP2EREBP,C2C2dof,AP2EREBP$\longleftrightarrow$C2C2dof
3344,filter136$\longleftrightarrow$filter184,17931,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYB_tnt.MYB51_col_a_m1,0.0136838,258.0,168.0,1109.0,1234.0,9.909776702583482e-60,2.0504401030791365e-59,DEAR5,MYB51,MYB51$\longleftrightarrow$DEAR5,AP2EREBP,MYB,MYB$\longleftrightarrow$AP2EREBP
3345,filter136$\longleftrightarrow$filter185,17932,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,162.0,216.0,726.0,788.0,6.618561019912909e-63,1.4832973765565425e-62,DEAR5,MYB67,MYB67$\longleftrightarrow$DEAR5,AP2EREBP,MYB,MYB$\longleftrightarrow$AP2EREBP
3346,filter136$\longleftrightarrow$filter189,17936,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,WRKY_tnt.WRKY6_col_a_m1,0.00227603,90.0,174.0,846.0,948.0,1.7104655696595227e-56,3.2622617954140376e-56,DEAR5,WRKY6,DEAR5$\longleftrightarrow$WRKY6,AP2EREBP,WRKY,WRKY$\longleftrightarrow$AP2EREBP
3347,filter136$\longleftrightarrow$filter191,17938,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,60.0,312.0,1176.0,888.0,1.067797868758172e-89,5.163738558482949e-89,DEAR5,WRKY31,WRKY31$\longleftrightarrow$DEAR5,AP2EREBP,WRKY,WRKY$\longleftrightarrow$AP2EREBP
3348,filter136$\longleftrightarrow$filter195,17942,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,24.0,318.0,664.0,320.0,5.263463186739461e-38,6.78708352173192e-38,DEAR5,AT1G12630,DEAR5$\longleftrightarrow$AT1G12630,AP2EREBP,AP2EREBP,AP2EREBP$\longleftrightarrow$AP2EREBP
3349,filter136$\longleftrightarrow$filter198,17945,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,MYB_tnt.MYB51_col_a_m1,0.00758776,48.0,240.0,930.0,1005.0,3.575052944947639e-47,5.4994954382206255e-47,DEAR5,MYB51,MYB51$\longleftrightarrow$DEAR5,AP2EREBP,MYB,MYB$\longleftrightarrow$AP2EREBP
3350,filter137$\longleftrightarrow$filter139,17948,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,54.0,102.0,1240.0,1551.0,1.330420383329173e-112,1.3196551496930743e-111,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3351,filter137$\longleftrightarrow$filter142,17951,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,C2C2dof_tnt.AT5G66940_col_a_m1,0.00714335,18.0,132.0,591.0,1355.0,3.162026904107256e-79,1.1137809051767335e-78,AT2G40260,AT5G66940,AT2G40260$\longleftrightarrow$AT5G66940,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
3352,filter137$\longleftrightarrow$filter143,17952,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYBrelated_tnt.TBP3_colamp_a_m1,0.029313799999999997,78.0,174.0,466.0,520.0,4.64625738688736e-44,6.699230857214199e-44,AT2G40260,TBP3,AT2G40260$\longleftrightarrow$TBP3,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
3353,filter137$\longleftrightarrow$filter145,17954,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,NAC_tnt.ATAF1_col_a_m1,0.041806,48.0,42.0,558.0,661.0,1.1227744405747527e-47,1.7461796625767007e-47,AT2G40260,ATAF1,AT2G40260$\longleftrightarrow$ATAF1,G2like,NAC,G2like$\longleftrightarrow$NAC
3354,filter137$\longleftrightarrow$filter147,17956,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,TCP_tnt.TCP1_col_a_m1,0.00245302,300.0,294.0,890.0,813.0,9.348266791269345e-82,3.545574392462168e-81,AT2G40260,TCP1,TCP1$\longleftrightarrow$AT2G40260,G2like,TCP,TCP$\longleftrightarrow$G2like
3355,filter137$\longleftrightarrow$filter149,17958,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,TCP_tnt.TCP1_col_a_m1,0.0107682,168.0,84.0,481.0,571.0,2.5140873121976835e-55,4.6622021599395884e-55,AT2G40260,TCP1,TCP1$\longleftrightarrow$AT2G40260,G2like,TCP,TCP$\longleftrightarrow$G2like
3356,filter137$\longleftrightarrow$filter150,17959,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,WRKY_tnt.WRKY31_col_a_m1,0.00014247,42.0,36.0,615.0,1147.0,1.8350135205747587e-64,4.290062196176397e-64,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3357,filter137$\longleftrightarrow$filter152,17961,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,54.0,438.0,433.0,220.0,3.3471640476563485e-27,3.713545904648788e-27,AT2G40260,RAP21,AT2G40260$\longleftrightarrow$RAP21,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
3358,filter137$\longleftrightarrow$filter157,17966,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,G2like_tnt.AT2G20400_col_a_m1,0.00998654,84.0,138.0,1241.0,1555.0,4.546860842881647e-137,1.0383463935396156e-135,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
3359,filter137$\longleftrightarrow$filter159,17968,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0240901,120.0,12.0,1006.0,1621.0,2.9441514826903024e-73,8.772369723934371e-73,AT2G40260,AT1G72740,AT2G40260$\longleftrightarrow$AT1G72740,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
3360,filter137$\longleftrightarrow$filter161,17970,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,G2like_tnt.AT2G20400_col_a_m1,0.048160699999999994,342.0,402.0,1325.0,1873.0,1.9001781601666454e-164,1.0374334039161928e-162,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
3361,filter137$\longleftrightarrow$filter164,17973,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,96.0,180.0,468.0,427.0,2.4878732086437965e-46,3.7572552851136104e-46,AT2G40260,ATHB40,AT2G40260$\longleftrightarrow$ATHB40,G2like,HB,HB$\longleftrightarrow$G2like
3362,filter137$\longleftrightarrow$filter165,17974,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,WRKY_tnt.WRKY42_colamp_a_m1,0.0108482,18.0,222.0,655.0,813.0,5.179602881293918e-72,1.4883626678357622e-71,AT2G40260,WRKY42,AT2G40260$\longleftrightarrow$WRKY42,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3363,filter137$\longleftrightarrow$filter168,17977,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYB_tnt.MYB51_col_a_m1,0.000122444,18.0,6.0,1471.0,2209.0,1.7658312539853153e-96,1.0420168625924247e-95,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3364,filter137$\longleftrightarrow$filter171,17980,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,114.0,12.0,720.0,1020.0,3.1986264298088326e-84,1.3029138504368642e-83,AT2G40260,BZR1,AT2G40260$\longleftrightarrow$BZR1,G2like,BZR,G2like$\longleftrightarrow$BZR
3365,filter137$\longleftrightarrow$filter172,17981,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,AP2EREBP_tnt.ERF1_col_a_m1,0.000678333,72.0,102.0,274.0,506.0,2.4077472370671117e-30,2.7667374954412856e-30,AT2G40260,ERF1,AT2G40260$\longleftrightarrow$ERF1,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
3366,filter137$\longleftrightarrow$filter173,17982,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.020872099999999998,90.0,30.0,628.0,1342.0,7.562583222757211e-76,2.4061754749389614e-75,AT2G40260,AT1G72740,AT2G40260$\longleftrightarrow$AT1G72740,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
3367,filter137$\longleftrightarrow$filter174,17983,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0196442,6.0,132.0,556.0,611.0,2.027838270686482e-80,7.403689376032636e-80,AT2G40260,AT1G72740,AT2G40260$\longleftrightarrow$AT1G72740,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
3368,filter137$\longleftrightarrow$filter178,17987,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,G2like_tnt.AT2G20400_col_a_m1,0.0446463,300.0,252.0,680.0,798.0,5.921443208779396e-68,1.5218202740284702e-67,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
3369,filter137$\longleftrightarrow$filter182,17991,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,48.0,84.0,1086.0,1251.0,2.0663797413720635e-106,1.6771104534283942e-105,AT2G40260,OBP3,AT2G40260$\longleftrightarrow$OBP3,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
3370,filter137$\longleftrightarrow$filter183,17992,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYBrelated_tnt.At1g49010_col_a_m1,0.0449462,186.0,12.0,528.0,843.0,1.0507279819610947e-61,2.2954202080703542e-61,AT2G40260,At1g49010,AT2G40260$\longleftrightarrow$At1g49010,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
3371,filter137$\longleftrightarrow$filter184,17993,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYB_tnt.MYB51_col_a_m1,0.0136838,96.0,168.0,1414.0,2243.0,7.270377897310865e-78,2.4544372667616886e-77,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3372,filter137$\longleftrightarrow$filter185,17994,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,120.0,24.0,856.0,1447.0,3.974046998855945e-111,3.766503771198697e-110,AT2G40260,MYB67,AT2G40260$\longleftrightarrow$MYB67,G2like,MYB,MYB$\longleftrightarrow$G2like
3373,filter137$\longleftrightarrow$filter189,17998,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,WRKY_tnt.WRKY6_col_a_m1,0.00227603,6.0,48.0,1000.0,1699.0,3.477699188256084e-83,1.3777202211036447e-82,AT2G40260,WRKY6,AT2G40260$\longleftrightarrow$WRKY6,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3374,filter137$\longleftrightarrow$filter191,18000,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,156.0,294.0,1294.0,1694.0,1.1812186239489567e-153,4.436056300460329e-152,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
3375,filter137$\longleftrightarrow$filter195,18004,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,138.0,30.0,748.0,576.0,6.545261530620898e-61,1.4004467039171406e-60,AT2G40260,AT1G12630,AT2G40260$\longleftrightarrow$AT1G12630,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
3376,filter137$\longleftrightarrow$filter198,18007,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,MYB_tnt.MYB51_col_a_m1,0.00758776,138.0,102.0,1083.0,1803.0,1.9814497871826784e-76,6.414289619992953e-76,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
3377,filter139$\longleftrightarrow$filter143,18073,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,MYBrelated_tnt.TBP3_colamp_a_m1,0.029313799999999997,72.0,168.0,816.0,621.0,8.58107934645017e-43,1.2046515236362739e-42,MYB51,TBP3,MYB51$\longleftrightarrow$TBP3,MYB,MYBrelated,MYB$\longleftrightarrow$MYBrelated
3378,filter139$\longleftrightarrow$filter145,18075,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,NAC_tnt.ATAF1_col_a_m1,0.041806,252.0,186.0,1072.0,845.0,7.024468512394054e-58,1.3821311909456136e-57,MYB51,ATAF1,MYB51$\longleftrightarrow$ATAF1,MYB,NAC,MYB$\longleftrightarrow$NAC
3379,filter139$\longleftrightarrow$filter147,18077,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,TCP_tnt.TCP1_col_a_m1,0.00245302,234.0,210.0,1708.0,1044.0,2.6168402088441682e-101,1.7981608500116937e-100,MYB51,TCP1,MYB51$\longleftrightarrow$TCP1,MYB,TCP,MYB$\longleftrightarrow$TCP
3380,filter139$\longleftrightarrow$filter151,18081,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,bZIP_tnt.TGA2_col_m1,0.012859700000000002,252.0,402.0,1679.0,1271.0,2.2888349618557402e-95,1.2981720425296152e-94,MYB51,TGA2,MYB51$\longleftrightarrow$TGA2,MYB,bZIP,MYB$\longleftrightarrow$bZIP
3381,filter139$\longleftrightarrow$filter152,18082,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,102.0,318.0,664.0,306.0,2.8915105560746723e-34,3.5032436518073937e-34,MYB51,RAP21,MYB51$\longleftrightarrow$RAP21,MYB,AP2EREBP,MYB$\longleftrightarrow$AP2EREBP
3382,filter139$\longleftrightarrow$filter157,18087,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,G2like_tnt.AT2G20400_col_a_m1,0.00998654,156.0,108.0,2348.0,1948.0,3.308834222501717e-156,1.322922827298071e-154,MYB51,AT2G20400,MYB51$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
3383,filter139$\longleftrightarrow$filter160,18090,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,G2like_tnt.AT2G40260_colamp_a_m1,0.0330733,12.0,66.0,2356.0,2243.0,1.8355566389165255e-73,5.491877265963926e-73,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
3384,filter139$\longleftrightarrow$filter161,18091,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,G2like_tnt.AT2G20400_col_a_m1,0.048160699999999994,228.0,66.0,2540.0,2378.0,4.2486063676391995e-181,4.678507723822353e-179,MYB51,AT2G20400,MYB51$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
3385,filter139$\longleftrightarrow$filter164,18094,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,30.0,276.0,844.0,558.0,2.1683343144187005e-54,3.9362023025365454e-54,MYB51,ATHB40,MYB51$\longleftrightarrow$ATHB40,MYB,HB,HB$\longleftrightarrow$MYB
3386,filter139$\longleftrightarrow$filter165,18095,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,WRKY_tnt.WRKY42_colamp_a_m1,0.0108482,18.0,132.0,1217.0,1047.0,5.825638932043217e-80,2.1003982320468806e-79,MYB51,WRKY42,MYB51$\longleftrightarrow$WRKY42,MYB,WRKY,MYB$\longleftrightarrow$WRKY
3387,filter139$\longleftrightarrow$filter171,18101,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,288.0,354.0,1318.0,1261.0,3.625521662253823e-108,3.105473202328686e-107,MYB51,BZR1,MYB51$\longleftrightarrow$BZR1,MYB,BZR,MYB$\longleftrightarrow$BZR
3388,filter139$\longleftrightarrow$filter172,18102,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,AP2EREBP_tnt.ERF1_col_a_m1,0.000678333,186.0,12.0,413.0,623.0,7.747856058633526e-36,9.637721771576109e-36,MYB51,ERF1,MYB51$\longleftrightarrow$ERF1,MYB,AP2EREBP,MYB$\longleftrightarrow$AP2EREBP
3389,filter139$\longleftrightarrow$filter174,18104,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0196442,330.0,366.0,992.0,784.0,2.2409332148526128e-64,5.227771309478428e-64,MYB51,AT1G72740,MYB51$\longleftrightarrow$AT1G72740,MYB,MYBrelated,MYB$\longleftrightarrow$MYBrelated
3390,filter139$\longleftrightarrow$filter176,18106,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,G2like_tnt.AT2G40260_colamp_a_m1,0.00298049,252.0,126.0,2853.0,2951.0,1.1376262445124419e-70,3.15255180661008e-70,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
3391,filter139$\longleftrightarrow$filter179,18109,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,G2like_tnt.AT2G40260_colamp_a_m1,0.0140888,72.0,120.0,2311.0,2602.0,3.493034140996148e-142,9.416698263092105e-141,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
3392,filter139$\longleftrightarrow$filter182,18112,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,60.0,444.0,1871.0,1524.0,2.8033912737641887e-118,3.314582912765412e-117,MYB51,OBP3,MYB51$\longleftrightarrow$OBP3,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
3393,filter139$\longleftrightarrow$filter185,18115,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,132.0,174.0,1552.0,1839.0,1.3446179988121405e-112,1.332720539783749e-111,MYB51,MYB67,MYB51$\longleftrightarrow$MYB67,MYB,MYB,MYB$\longleftrightarrow$MYB
3394,filter139$\longleftrightarrow$filter189,18119,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,WRKY_tnt.WRKY6_col_a_m1,0.00227603,24.0,72.0,1888.0,2196.0,2.8014670725301666e-89,1.3363532724103151e-88,MYB51,WRKY6,MYB51$\longleftrightarrow$WRKY6,MYB,WRKY,MYB$\longleftrightarrow$WRKY
